40	2000-12-31	70162	148435
40	2000-12-30	65760	139050
40	2000-12-29	49397	36357
40	2000-12-28	12693	42218
40	2000-12-27	82191	38839
40	2000-12-26	97931	67135
40	2000-12-25	58795	117073
40	2000-12-24	39029	135155
40	2000-12-23	73808	147018
40	2000-12-22	81082	54549
40	2000-12-21	31937	39636
40	2000-12-20	39432	3880
40	2000-12-19	62819	40512
40	2000-12-18	78129	44446
40	2000-12-17	42722	137915
40	2000-12-16	6250	36569
40	2000-12-15	11239	90187
40	2000-12-14	56423	132517
40	2000-12-13	82415	126954
40	2000-12-12	64806	57292
40	2000-12-11	13048	75902
40	2000-12-10	65054	21165
40	2000-12-09	26789	149707
40	2000-12-08	73089	38576
40	2000-12-07	38566	72647
40	2000-12-06	7430	27075
40	2000-12-05	41946	65278
40	2000-12-04	28309	26274
40	2000-12-03	10096	54328
40	2000-12-02	68088	123072
40	2000-12-01	68461	47583
40	2000-11-30	46150	89353
40	2000-11-29	18745	148515
40	2000-11-28	49306	3748
40	2000-11-27	32280	54530
40	2000-11-26	39892	82509
40	2000-11-25	36638	35332
40	2000-11-24	74941	65995
40	2000-11-23	58569	55617
40	2000-11-22	46394	106125
40	2000-11-21	91925	32805
40	2000-11-20	47169	124790
40	2000-11-19	69144	96816
40	2000-11-18	53155	129340
40	2000-11-17	93408	72306
40	2000-11-16	86329	145599
40	2000-11-15	72991	25642
40	2000-11-14	46940	29925
40	2000-11-13	42754	9939
40	2000-11-12	65742	116559
40	2000-11-11	4851	133585
40	2000-11-10	60351	111850
40	2000-11-09	36642	146087
40	2000-11-08	47527	47571
40	2000-11-07	71722	116349
40	2000-11-06	94992	84449
40	2000-11-05	11317	102597
40	2000-11-04	93183	48029
40	2000-11-03	32864	64951
40	2000-11-02	49560	39901
40	2000-11-01	19301	98410
40	2000-10-31	20213	114058
40	2000-10-30	5659	29016
40	2000-10-29	74499	1568
40	2000-10-28	50448	136722
40	2000-10-27	57952	88197
40	2000-10-26	93887	16733
40	2000-10-25	92773	61147
40	2000-10-24	80037	6124
40	2000-10-23	20362	129007
40	2000-10-22	94724	37228
40	2000-10-21	89826	15423
40	2000-10-20	62194	111024
40	2000-10-19	79088	14613
40	2000-10-18	44758	136334
40	2000-10-17	17754	143591
40	2000-10-16	67111	25372
40	2000-10-15	17829	25083
40	2000-10-14	74928	68048
40	2000-10-13	2077	69052
40	2000-10-12	29766	125142
40	2000-10-11	73593	136792
40	2000-10-10	69387	99431
40	2000-10-09	69761	20425
40	2000-10-08	74394	121012
40	2000-10-07	1174	148278
40	2000-10-06	51513	45959
40	2000-10-05	38958	137957
40	2000-10-04	10999	22912
40	2000-10-03	56441	39153
40	2000-10-02	1666	149735
40	2000-10-01	57800	130182
40	2000-09-30	61640	127987
40	2000-09-29	43999	41213
40	2000-09-28	84093	67475
40	2000-09-27	24721	76705
40	2000-09-26	5865	117514
40	2000-09-25	95017	92296
40	2000-09-24	13528	144506
40	2000-09-23	61822	130785
40	2000-09-22	81692	27798
40	2000-09-21	87449	108722
40	2000-09-20	20318	95804
40	2000-09-19	8325	141076
40	2000-09-18	55822	102694
40	2000-09-17	15829	99307
40	2000-09-16	73830	67975
40	2000-09-15	4361	73780
40	2000-09-14	92765	28059
40	2000-09-13	14584	8345
40	2000-09-12	69945	126540
40	2000-09-11	94549	142234
40	2000-09-10	50101	2408
40	2000-09-09	1726	6880
40	2000-09-08	48130	84637
40	2000-09-07	80854	71504
40	2000-09-06	75451	140271
40	2000-09-05	81696	110651
40	2000-09-04	84516	85960
40	2000-09-03	97204	121364
40	2000-09-02	21507	47693
40	2000-09-01	1528	109841
40	2000-08-31	11393	12117
40	2000-08-30	4832	121470
40	2000-08-29	50326	146678
40	2000-08-28	34050	2439
40	2000-08-27	23228	26952
40	2000-08-26	87251	143768
40	2000-08-25	24464	84907
40	2000-08-24	8490	114315
40	2000-08-23	40634	489
40	2000-08-22	10223	101746
40	2000-08-21	81385	41063
40	2000-08-20	30579	33680
40	2000-08-19	92683	85985
40	2000-08-18	72735	49461
40	2000-08-17	63305	65654
40	2000-08-16	92670	88646
40	2000-08-15	95235	130150
40	2000-08-14	30348	3734
40	2000-08-13	69644	78371
40	2000-08-12	41897	111100
40	2000-08-11	1856	143061
40	2000-08-10	7615	145395
40	2000-08-09	42965	113896
40	2000-08-08	94058	33918
40	2000-08-07	58260	148180
40	2000-08-06	91538	132118
40	2000-08-05	26523	136490
40	2000-08-04	13599	9919
40	2000-08-03	73533	36804
40	2000-08-02	74406	15342
40	2000-08-01	29773	45903
40	2000-07-31	37590	90898
40	2000-07-30	63941	107351
40	2000-07-29	45178	127767
40	2000-07-28	96662	93992
40	2000-07-27	58521	62976
40	2000-07-26	85961	27438
40	2000-07-25	30962	88925
40	2000-07-24	34094	51674
40	2000-07-23	4998	48876
40	2000-07-22	17309	123182
40	2000-07-21	44520	74519
40	2000-07-20	40741	67525
40	2000-07-19	48007	68582
40	2000-07-18	61041	26455
40	2000-07-17	69273	67295
40	2000-07-16	51393	13910
40	2000-07-15	73031	134487
40	2000-07-14	28712	136209
40	2000-07-13	77270	86299
40	2000-07-12	30447	55242
40	2000-07-11	18586	95861
40	2000-07-10	71072	359
40	2000-07-09	94053	29825
40	2000-07-08	85756	111451
40	2000-07-07	98592	60566
40	2000-07-06	51573	22780
40	2000-07-05	43677	108984
40	2000-07-04	79453	83642
40	2000-07-03	78459	139196
40	2000-07-02	44203	142958
40	2000-07-01	28725	98221
40	2000-06-30	83619	10102
40	2000-06-29	15687	12020
40	2000-06-28	30443	53929
40	2000-06-27	59509	10891
40	2000-06-26	89372	56701
40	2000-06-25	66166	18419
40	2000-06-24	94110	105339
40	2000-06-23	35920	147120
40	2000-06-22	76136	120966
40	2000-06-21	16320	38987
40	2000-06-20	59404	62926
40	2000-06-19	79019	126199
40	2000-06-18	29932	69221
40	2000-06-17	1124	56418
40	2000-06-16	43793	47786
40	2000-06-15	19593	54900
40	2000-06-14	29556	67860
40	2000-06-13	9343	106411
40	2000-06-12	78884	148685
40	2000-06-11	72627	24296
40	2000-06-10	1232	140044
40	2000-06-09	26397	74930
40	2000-06-08	11957	33574
40	2000-06-07	6415	20842
40	2000-06-06	93866	9522
40	2000-06-05	71767	1868
40	2000-06-04	63202	133944
40	2000-06-03	86196	4211
40	2000-06-02	16389	57897
40	2000-06-01	82125	141073
40	2000-05-31	60493	96404
40	2000-05-30	99173	149205
40	2000-05-29	14233	15243
40	2000-05-28	20923	90693
40	2000-05-27	66101	95250
40	2000-05-26	2083	127015
40	2000-05-25	61469	95978
40	2000-05-24	20681	147082
40	2000-05-23	6255	118840
40	2000-05-22	21294	31066
40	2000-05-21	94763	54764
40	2000-05-20	66662	71056
40	2000-05-19	79569	84518
40	2000-05-18	69464	63725
40	2000-05-17	48773	80280
40	2000-05-16	22660	120551
40	2000-05-15	55639	145575
40	2000-05-14	30494	32305
40	2000-05-13	93218	32349
40	2000-05-12	34701	60226
40	2000-05-11	52106	106087
40	2000-05-10	48208	32198
40	2000-05-09	11846	63704
40	2000-05-08	19742	119958
40	2000-05-07	40509	4485
40	2000-05-06	50727	79441
40	2000-05-05	95470	101312
40	2000-05-04	40774	81097
40	2000-05-03	60571	134540
40	2000-05-02	26625	109504
40	2000-05-01	27344	127103
40	2000-04-30	99276	43212
40	2000-04-29	97849	27939
40	2000-04-28	62252	102298
40	2000-04-27	97000	59379
40	2000-04-26	60967	87754
40	2000-04-25	67851	12696
40	2000-04-24	68649	115917
40	2000-04-23	83614	1669
40	2000-04-22	93939	59301
40	2000-04-21	54674	115760
40	2000-04-20	84737	128386
40	2000-04-19	87643	86852
40	2000-04-18	20562	58019
40	2000-04-17	5791	148046
40	2000-04-16	79934	60150
40	2000-04-15	93336	57490
40	2000-04-14	2421	48181
40	2000-04-13	98337	106092
40	2000-04-12	65170	41426
40	2000-04-11	87741	80623
40	2000-04-10	71619	100570
40	2000-04-09	60542	53253
40	2000-04-08	18008	116266
40	2000-04-07	69349	30678
40	2000-04-06	25124	54118
40	2000-04-05	90088	140865
40	2000-04-04	65907	33388
40	2000-04-03	96113	14211
40	2000-04-02	39667	38004
40	2000-04-01	54814	7684
40	2000-03-31	29150	8377
40	2000-03-30	30421	26372
40	2000-03-29	68601	142351
40	2000-03-28	56885	87761
40	2000-03-27	18981	21823
40	2000-03-26	69731	13682
40	2000-03-25	75934	746
40	2000-03-24	69872	138923
40	2000-03-23	40579	109735
40	2000-03-22	62617	54794
40	2000-03-21	90147	42490
40	2000-03-20	11307	63265
40	2000-03-19	75724	91424
40	2000-03-18	38295	8783
40	2000-03-17	72209	62853
40	2000-03-16	89904	41319
40	2000-03-15	99751	100616
40	2000-03-14	58659	12614
40	2000-03-13	11897	39260
40	2000-03-12	19983	4889
40	2000-03-11	88511	14361
40	2000-03-10	61976	21339
40	2000-03-09	77767	75724
40	2000-03-08	28288	69518
40	2000-03-07	6873	44685
40	2000-03-06	85656	114904
40	2000-03-05	12646	106738
40	2000-03-04	98773	100052
40	2000-03-03	78473	21820
40	2000-03-02	51332	149628
40	2000-03-01	18303	49395
40	2000-02-29	27833	86147
40	2000-02-28	4418	140066
40	2000-02-27	69071	41697
40	2000-02-26	48132	54210
40	2000-02-25	33640	61275
40	2000-02-24	39705	118809
40	2000-02-23	46074	7702
40	2000-02-22	96963	35434
40	2000-02-21	68126	5548
40	2000-02-20	68220	113582
40	2000-02-19	42266	89092
40	2000-02-18	13929	60287
40	2000-02-17	61901	53198
40	2000-02-16	50970	40781
40	2000-02-15	62768	117101
40	2000-02-14	68472	113638
40	2000-02-13	3702	102084
40	2000-02-12	37987	82066
40	2000-02-11	11118	73518
40	2000-02-10	7180	38024
40	2000-02-09	23335	32741
40	2000-02-08	52307	91205
40	2000-02-07	2006	26539
40	2000-02-06	69052	93675
40	2000-02-05	69334	101968
40	2000-02-04	84141	16353
40	2000-02-03	83369	43946
40	2000-02-02	35935	33234
40	2000-02-01	69698	114519
40	2000-01-31	14683	124696
40	2000-01-30	68800	85899
40	2000-01-29	95679	107851
40	2000-01-28	75477	8764
40	2000-01-27	14867	77027
40	2000-01-26	80869	144149
40	2000-01-25	49730	25574
